movieId,title,genres,clean_title
1944,From Here to Eternity (1953),Drama|Romance|War,From Here to Eternity
1945,On the Waterfront (1954),Crime|Drama,On the Waterfront
1946,Marty (1955),Drama|Romance,Marty
1947,West Side Story (1961),Drama|Musical|Romance,West Side Story
1948,Tom Jones (1963),Adventure|Comedy|Romance,Tom Jones
1949,"Man for All Seasons, A (1966)",Drama,Man for All Seasons A
1950,In the Heat of the Night (1967),Drama|Mystery,In the Heat of the Night
1951,Oliver! (1968),Drama|Musical,Oliver
1952,Midnight Cowboy (1969),Drama,Midnight Cowboy
1953,"French Connection, The (1971)",Action|Crime|Thriller,French Connection The
1954,Rocky (1976),Drama,Rocky
1955,Kramer vs. Kramer (1979),Drama,Kramer vs Kramer
1956,Ordinary People (1980),Drama,Ordinary People
1957,Chariots of Fire (1981),Drama,Chariots of Fire
1958,Terms of Endearment (1983),Comedy|Drama,Terms of Endearment
1959,Out of Africa (1985),Drama|Romance,Out of Africa
1960,"Last Emperor, The (1987)",Drama,Last Emperor The
1961,Rain Man (1988),Drama,Rain Man
1962,Driving Miss Daisy (1989),Drama,Driving Miss Daisy
1963,Take the Money and Run (1969),Comedy|Crime,Take the Money and Run
1964,Klute (1971),Drama|Mystery,Klute
1965,Repo Man (1984),Comedy|Sci-Fi,Repo Man
1966,Metropolitan (1990),Comedy,Metropolitan
1967,Labyrinth (1986),Adventure|Fantasy|Musical,Labyrinth
1968,"Breakfast Club, The (1985)",Comedy|Drama,Breakfast Club The
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,Nightmare on Elm Street 2 Freddys Revenge A
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,Nightmare on Elm Street 3 Dream Warriors A
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,Nightmare on Elm Street 4 The Dream Master A
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,Nightmare on Elm Street 5 The Dream Child A
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,Freddys Dead The Final Nightmare
1974,Friday the 13th (1980),Horror|Mystery|Thriller,Friday the 13th
1975,Friday the 13th Part 2 (1981),Horror,Friday the 13th Part 2
1976,Friday the 13th Part 3: 3D (1982),Horror,Friday the 13th Part 3 3D
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,Friday the 13th Part IV The Final Chapter
1978,Friday the 13th Part V: A New Beginning (1985),Horror,Friday the 13th Part V A New Beginning
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,Friday the 13th Part VI Jason Lives
1980,Friday the 13th Part VII: The New Blood (1988),Horror,Friday the 13th Part VII The New Blood
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,Friday the 13th Part VIII Jason Takes Manhattan
1982,Halloween (1978),Horror,Halloween
1983,Halloween II (1981),Horror,Halloween II
1984,Halloween III: Season of the Witch (1982),Horror,Halloween III Season of the Witch
1985,Halloween 4: The Return of Michael Myers (1988),Horror,Halloween 4 The Return of Michael Myers
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,Halloween 5 The Revenge of Michael Myers
1987,Prom Night (1980),Horror,Prom Night
1988,Prom Night II (1987),Horror|Thriller,Prom Night II
1989,Prom Night III: The Last Kiss (1989),Horror,Prom Night III The Last Kiss
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,Prom Night IV Deliver Us From Evil
1991,Child's Play (1988),Horror|Thriller,Childs Play
1992,Child's Play 2 (1990),Horror|Thriller,Childs Play 2
1993,Child's Play 3 (1991),Comedy|Horror|Thriller,Childs Play 3
1994,Poltergeist (1982),Horror|Thriller,Poltergeist
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,Poltergeist II The Other Side
1996,Poltergeist III (1988),Horror|Thriller,Poltergeist III
1997,"Exorcist, The (1973)",Horror|Mystery,Exorcist The
1998,Exorcist II: The Heretic (1977),Horror,Exorcist II The Heretic
1999,"Exorcist III, The (1990)",Horror,Exorcist III The
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,Lethal Weapon
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,Lethal Weapon 2
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,Lethal Weapon 3
2003,Gremlins (1984),Comedy|Horror,Gremlins
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,Gremlins 2 The New Batch
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,Goonies The
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,Mask of Zorro The
2007,Polish Wedding (1998),Comedy,Polish Wedding
2008,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir,This World Then the Fireworks
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,Soylent Green
2010,Metropolis (1927),Drama|Sci-Fi,Metropolis
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,Back to the Future Part II
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,Back to the Future Part III
2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,Poseidon Adventure The
2014,Freaky Friday (1977),Children|Comedy|Fantasy,Freaky Friday
2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,AbsentMinded Professor The
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western,Apple Dumpling Gang Rides Again The
2017,Babes in Toyland (1961),Children|Fantasy|Musical,Babes in Toyland
2018,Bambi (1942),Animation|Children|Drama,Bambi
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,Seven Samurai
2020,Dangerous Liaisons (1988),Drama|Romance,Dangerous Liaisons
2021,Dune (1984),Adventure|Sci-Fi,Dune
2022,"Last Temptation of Christ, The (1988)",Drama,Last Temptation of Christ The
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,Godfather Part III The
2024,"Rapture, The (1991)",Drama|Mystery,Rapture The
2025,Lolita (1997),Drama|Romance,Lolita
2026,Disturbing Behavior (1998),Horror|Thriller,Disturbing Behavior
2027,Jane Austen's Mafia! (1998),Comedy|Crime,Jane Austens Mafia
2028,Saving Private Ryan (1998),Action|Drama|War,Saving Private Ryan
2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,Billys Hollywood Screen Kiss
2030,East Palace West Palace (Dong gong xi gong) (1997),Drama,East Palace West Palace
2031,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",Children|Comedy,Million Dollar Duck The
2032,"Barefoot Executive, The (1971)",Children|Comedy,Barefoot Executive The
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,Black Cauldron The
2034,"Black Hole, The (1979)",Children|Sci-Fi,Black Hole The
2035,Blackbeard's Ghost (1968),Children|Comedy,Blackbeards Ghost
2036,Blank Check (1994),Children|Comedy,Blank Check
2037,Candleshoe (1977),Adventure|Children|Comedy,Candleshoe
2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,Cat from Outer Space The
2039,Cheetah (1989),Adventure|Children,Cheetah
2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,Computer Wore Tennis Shoes The
2041,Condorman (1981),Action|Adventure|Children|Comedy,Condorman
2042,D2: The Mighty Ducks (1994),Children|Comedy,D2 The Mighty Ducks
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,Darby OGill and the Little People
2044,"Devil and Max Devlin, The (1981)",Comedy|Fantasy,Devil and Max Devlin The
2045,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance,Far Off Place A
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,Flight of the Navigator
2047,"Gnome-Mobile, The (1967)",Adventure|Children|Fantasy|Musical,GnomeMobile The
2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,Great Mouse Detective The
2049,"Happiest Millionaire, The (1967)",Comedy|Musical,Happiest Millionaire The
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy,Herbie Goes Bananas
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,Herbie Goes to Monte Carlo
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,Hocus Pocus
2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,Honey I Blew Up the Kid
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,Honey I Shrunk the Kids
2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western,Hot Lead and Cold Feet
2056,In Search of the Castaways (1962),Adventure|Children,In Search of the Castaways
2057,"Incredible Journey, The (1963)",Adventure|Children,Incredible Journey The
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,Negotiator The
2059,"Parent Trap, The (1998)",Children|Comedy|Romance,Parent Trap The
2060,BASEketball (1998),Comedy,BASEketball
2061,Full Tilt Boogie (1997),Documentary,Full Tilt Boogie
2062,"Governess, The (1998)",Drama|Romance,Governess The
2063,"Seventh Heaven (Septième ciel, Le) (1997)",Drama|Romance,Seventh Heaven
2064,Roger & Me (1989),Documentary,Roger  Me
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,Purple Rose of Cairo The
2066,Out of the Past (1947),Film-Noir,Out of the Past
2067,Doctor Zhivago (1965),Drama|Romance|War,Doctor Zhivago
2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,Fanny and Alexander
2069,"Trip to Bountiful, The (1985)",Drama,Trip to Bountiful The
2070,Tender Mercies (1983),Drama|Romance|Western,Tender Mercies
2071,And the Band Played On (1993),Drama,And the Band Played On
2072,"'burbs, The (1989)",Comedy,burbs The
2073,Fandango (1985),Comedy,Fandango
2074,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance,Night Porter The
2075,Mephisto (1981),Drama|War,Mephisto
2076,Blue Velvet (1986),Drama|Mystery|Thriller,Blue Velvet
2077,"Journey of Natty Gann, The (1985)",Adventure|Children,Journey of Natty Gann The
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,Jungle Book The
2079,Kidnapped (1960),Adventure|Children|Drama,Kidnapped
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,Lady and the Tramp
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,Little Mermaid The
2082,"Mighty Ducks, The (1992)",Children|Comedy,Mighty Ducks The
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,Muppet Christmas Carol The
2084,Newsies (1992),Children|Musical,Newsies
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,101 Dalmatians
2086,One Magic Christmas (1985),Drama|Fantasy,One Magic Christmas
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,Peter Pan
2088,Popeye (1980),Adventure|Comedy|Musical,Popeye
2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,Rescuers Down Under The
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,Rescuers The
2091,Return from Witch Mountain (1978),Children|Sci-Fi,Return from Witch Mountain
2093,Return to Oz (1985),Adventure|Children|Fantasy,Return to Oz
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,Rocketeer The
2095,"Shaggy D.A., The (1976)",Children|Comedy,Shaggy DA The
2096,Sleeping Beauty (1959),Animation|Children|Musical,Sleeping Beauty
2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,Something Wicked This Way Comes
2098,Son of Flubber (1963),Children|Comedy,Son of Flubber
2099,Song of the South (1946),Adventure|Animation|Children|Musical,Song of the South
2100,Splash (1984),Comedy|Fantasy|Romance,Splash
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,Squanto A Warriors Tale
2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical,Steamboat Willie
2103,Tall Tale (1995),Adventure|Children|Fantasy|Western,Tall Tale
2104,Tex (1982),Drama,Tex
2105,Tron (1982),Action|Adventure|Sci-Fi,Tron
2106,Swing Kids (1993),Drama|War,Swing Kids
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller,Halloween H20 20 Years Later
2108,L.A. Story (1991),Comedy|Romance,LA Story
2109,"Jerk, The (1979)",Comedy,Jerk The
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,Dead Men Dont Wear Plaid
2111,"Man with Two Brains, The (1983)",Comedy,Man with Two Brains The
2112,Grand Canyon (1991),Crime|Drama,Grand Canyon
2113,Graveyard Shift (Stephen King's Graveyard Shift) (1990),Horror|Thriller,Graveyard Shift
2114,"Outsiders, The (1983)",Drama,Outsiders The
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,Indiana Jones and the Temple of Doom
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,Lord of the Rings The
2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,1984
2118,"Dead Zone, The (1983)",Thriller,Dead Zone The
2119,Maximum Overdrive (1986),Horror,Maximum Overdrive
2120,Needful Things (1993),Drama|Horror,Needful Things
2121,Cujo (1983),Horror|Thriller,Cujo
2122,Children of the Corn (1984),Horror|Thriller,Children of the Corn
2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,All Dogs Go to Heaven
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,Addams Family The
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,Ever After A Cinderella Story
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,Snake Eyes
2127,"First Love, Last Rites (1997)",Drama|Romance,First Love Last Rites
2128,Safe Men (1998),Comedy,Safe Men
2129,"Saltmen of Tibet, The (Salzmänner von Tibet, Die) (1997)",Documentary,Saltmen of Tibet The
2130,Atlantic City (1980),Crime|Drama|Romance,Atlantic City
2131,Autumn Sonata (Höstsonaten) (1978),Drama,Autumn Sonata
2132,Who's Afraid of Virginia Woolf? (1966),Drama,Whos Afraid of Virginia Woolf
2133,Adventures in Babysitting (1987),Adventure|Comedy,Adventures in Babysitting
2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi,Weird Science
2135,Doctor Dolittle (1967),Adventure|Children|Musical,Doctor Dolittle
2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi,Nutty Professor The
2137,Charlotte's Web (1973),Animation|Children,Charlottes Web
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,Watership Down
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,Secret of NIMH The
2140,"Dark Crystal, The (1982)",Adventure|Fantasy,Dark Crystal The
2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,American Tail An
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,American Tail Fievel Goes West An
2143,Legend (1985),Adventure|Fantasy|Romance,Legend
2144,Sixteen Candles (1984),Comedy|Romance,Sixteen Candles
2145,Pretty in Pink (1986),Comedy|Drama|Romance,Pretty in Pink
2146,St. Elmo's Fire (1985),Drama|Romance,St Elmos Fire
2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,Clan of the Cave Bear The
2148,House (1986),Comedy|Fantasy|Horror,House
2149,House II: The Second Story (1987),Comedy|Fantasy|Horror,House II The Second Story
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,Gods Must Be Crazy The
2151,"Gods Must Be Crazy II, The (1989)",Comedy,Gods Must Be Crazy II The
2152,Air Bud: Golden Receiver (1998),Children|Comedy,Air Bud Golden Receiver
2153,"Avengers, The (1998)",Action|Adventure,Avengers The
2154,How Stella Got Her Groove Back (1998),Drama|Romance,How Stella Got Her Groove Back
2155,"Slums of Beverly Hills, The (1998)",Comedy|Drama,Slums of Beverly Hills The
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance,Best Man The
2157,"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La) (1998)",Romance,Chambermaid on the Titanic The
2158,"Henry: Portrait of a Serial Killer, Part 2 (1998)",Crime|Horror,Henry Portrait of a Serial Killer Part 2
2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,Henry Portrait of a Serial Killer
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,Rosemarys Baby
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,NeverEnding Story The
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,NeverEnding Story II The Next Chapter The
2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror,Attack of the Killer Tomatoes
2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,Surf Nazis Must Die
2165,Your Friends and Neighbors (1998),Comedy|Drama,Your Friends and Neighbors
2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller,Return to Paradise
2167,Blade (1998),Action|Horror|Thriller,Blade
2168,Dance with Me (1998),Drama|Romance,Dance with Me
2169,Dead Man on Campus (1998),Comedy,Dead Man on Campus
2170,Wrongfully Accused (1998),Action|Comedy,Wrongfully Accused
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,Next Stop Wonderland
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama,Strike
2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,Navigator A Mediaeval Odyssey The
2174,Beetlejuice (1988),Comedy|Fantasy,Beetlejuice
2175,Déjà Vu (1997),Drama|Romance,Dj Vu
2176,Rope (1948),Crime|Drama|Thriller,Rope
2177,Family Plot (1976),Comedy|Thriller,Family Plot
2178,Frenzy (1972),Thriller,Frenzy
2179,Topaz (1969),Thriller,Topaz
2180,Torn Curtain (1966),Thriller,Torn Curtain
2181,Marnie (1964),Drama|Mystery|Romance|Thriller,Marnie
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,Wrong Man The
2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,Man Who Knew Too Much The
2184,"Trouble with Harry, The (1955)",Comedy|Mystery,Trouble with Harry The
2185,I Confess (1953),Thriller,I Confess
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,Strangers on a Train
2187,Stage Fright (1950),Mystery|Romance|Thriller,Stage Fright
2188,54 (1998),Drama,54
2189,I Married A Strange Person! (1997),Animation|Comedy|Fantasy|Sci-Fi,I Married A Strange Person
2190,Why Do Fools Fall In Love? (1998),Drama,Why Do Fools Fall In Love
2191,"Merry War, A (1997)",Comedy,Merry War A
2192,See the Sea (1997),Thriller,See the Sea
2193,Willow (1988),Action|Adventure|Fantasy,Willow
2194,"Untouchables, The (1987)",Action|Crime|Drama,Untouchables The
2195,Dirty Work (1998),Comedy,Dirty Work
2196,Knock Off (1998),Action,Knock Off
2197,Firelight (1997),Drama,Firelight
2198,Modulations (1998),Documentary,Modulations
2199,Phoenix (1998),Crime|Drama,Phoenix
2200,Under Capricorn (1949),Drama,Under Capricorn
2201,"Paradine Case, The (1947)",Drama,Paradine Case The
2202,Lifeboat (1944),Drama|War,Lifeboat
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,Shadow of a Doubt
2204,Saboteur (1942),Mystery|Thriller,Saboteur
2205,Mr. & Mrs. Smith (1941),Comedy|Romance,Mr  Mrs Smith
2206,Suspicion (1941),Film-Noir|Mystery|Thriller,Suspicion
2207,Jamaica Inn (1939),Drama,Jamaica Inn
2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,Lady Vanishes The
2209,Young and Innocent (1937),Crime|Thriller,Young and Innocent
2210,Sabotage (1936),Thriller,Sabotage
2211,Secret Agent (1936),Thriller,Secret Agent
2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller,Man Who Knew Too Much The
2213,Waltzes from Vienna (1933),Comedy|Musical,Waltzes from Vienna
2214,Number Seventeen (a.k.a. Number 17) (1932),Thriller,Number Seventeen
2215,Rich and Strange (1931),Comedy|Romance,Rich and Strange
2216,"Skin Game, The (1931)",Drama,Skin Game The
2217,Elstree Calling (1930),Comedy|Musical,Elstree Calling
2218,Juno and the Paycock (1930),Drama,Juno and the Paycock
2219,Murder! (1930),Mystery|Thriller,Murder
2220,"Manxman, The (1929)",Drama,Manxman The
2221,Blackmail (1929),Drama|Thriller,Blackmail
2222,Champagne (1928),Comedy,Champagne
2223,"Farmer's Wife, The (1928)",Comedy,Farmers Wife The
2224,Downhill (1927),Drama,Downhill
2225,Easy Virtue (1928),Drama,Easy Virtue
2226,"Ring, The (1927)",Drama,Ring The
2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,Lodger A Story of the London Fog The
2229,"Pleasure Garden, The (1925)",Drama,Pleasure Garden The
2230,Always Tell Your Wife (1914),Comedy,Always Tell Your Wife
2231,Rounders (1998),Drama,Rounders
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,Cube
2233,Digging to China (1998),Drama,Digging to China
2234,Let's Talk About Sex (1998),Drama,Lets Talk About Sex
2235,One Man's Hero (1999),Drama|War,One Mans Hero
2236,Simon Birch (1998),Drama,Simon Birch
2237,Without Limits (1998),Drama,Without Limits
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,Seven Beauties
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,Swept Away
2240,My Bodyguard (1980),Drama,My Bodyguard
2241,Class (1983),Comedy,Class
2242,"Grandview, U.S.A. (1984)",Drama,Grandview USA
2243,Broadcast News (1987),Comedy|Drama|Romance,Broadcast News
2244,"Allnighter, The (1987)",Comedy|Romance,Allnighter The
2245,Working Girl (1988),Comedy|Drama|Romance,Working Girl
2246,Stars and Bars (1988),Action|Comedy|Romance,Stars and Bars
2247,Married to the Mob (1988),Comedy,Married to the Mob
2248,Say Anything... (1989),Comedy|Drama|Romance,Say Anything
2249,My Blue Heaven (1990),Comedy,My Blue Heaven
2250,Men Don't Leave (1990),Drama,Men Dont Leave
2251,"Cabinet of Dr. Ramirez, The (1991)",Comedy,Cabinet of Dr Ramirez The
2252,Hero (1992),Comedy|Drama,Hero
2253,Toys (1992),Comedy|Fantasy,Toys
2254,Choices (1981),Drama,Choices
2255,Young Doctors in Love (1982),Comedy,Young Doctors in Love
2256,Parasite (1982),Horror|Sci-Fi,Parasite
2257,No Small Affair (1984),Comedy|Romance,No Small Affair
2258,"Master, The (1984)",Action,Master The
2259,Blame It on Rio (1984),Comedy|Romance,Blame It on Rio
2260,Wisdom (1986),Crime|Drama,Wisdom
2261,One Crazy Summer (1986),Comedy,One Crazy Summer
2262,About Last Night... (1986),Comedy|Drama|Romance,About Last Night
2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,Seventh Sign The
2264,We're No Angels (1989),Comedy|Crime,Were No Angels
2265,Nothing But Trouble (1991),Adventure|Comedy,Nothing But Trouble
2266,"Butcher's Wife, The (1991)",Comedy|Romance,Butchers Wife The
2267,Mortal Thoughts (1991),Mystery|Thriller,Mortal Thoughts
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,Few Good Men A
2269,Indecent Proposal (1993),Drama|Romance,Indecent Proposal
2270,"Century of Cinema, A (1994)",Documentary,Century of Cinema A
2271,Permanent Midnight (1998),Drama,Permanent Midnight
2272,One True Thing (1998),Drama,One True Thing
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,Rush Hour
2274,Lilian's Story (1995),Drama,Lilians Story
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,SixString Samurai
2276,"Soldier's Daughter Never Cries, A (1998)",Drama,Soldiers Daughter Never Cries A
2277,Somewhere in the City (1998),Comedy|Drama,Somewhere in the City
2278,Ronin (1998),Action|Crime|Thriller,Ronin
2279,Urban Legend (1998),Horror|Thriller,Urban Legend
2280,Clay Pigeons (1998),Crime,Clay Pigeons
2281,Monument Ave. (1998),Action|Crime|Drama,Monument Ave
2282,Pecker (1998),Comedy|Drama,Pecker
2283,"Sheltering Sky, The (1990)",Drama,Sheltering Sky The
2284,Bandit Queen (1994),Drama,Bandit Queen
2285,If.... (1968),Drama,If
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,Fiendish Plot of Dr Fu Manchu The
2287,Them! (1954),Horror|Sci-Fi|Thriller,Them
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,Thing The
2289,"Player, The (1992)",Comedy|Crime|Drama,Player The
2290,Stardust Memories (1980),Comedy|Drama,Stardust Memories
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,Edward Scissorhands
2292,Overnight Delivery (1998),Comedy|Romance,Overnight Delivery
2293,Shadrach (1998),Drama,Shadrach
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,Antz
2295,"Impostors, The (1998)",Comedy,Impostors The
2296,"Night at the Roxbury, A (1998)",Comedy,Night at the Roxbury A
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,What Dreams May Come
2298,Strangeland (1998),Thriller,Strangeland
2299,"Battle of the Sexes, The (1959)",Comedy,Battle of the Sexes The
2300,"Producers, The (1968)",Comedy,Producers The
2301,History of the World: Part I (1981),Comedy|Musical,History of the World Part I
2302,My Cousin Vinny (1992),Comedy,My Cousin Vinny
2303,Nashville (1975),Drama|Musical,Nashville
2304,Love Is the Devil (1998),Drama,Love Is the Devil
2305,Slam (1998),Drama,Slam
2306,Holy Man (1998),Comedy,Holy Man
2307,One Tough Cop (1998),Action|Crime,One Tough Cop
2308,Detroit 9000 (1973),Action|Crime,Detroit 9000
2309,"Inheritors, The (Siebtelbauern, Die) (1998)",Drama|Mystery,Inheritors The
2310,"Mighty, The (1998)",Drama,Mighty The
2311,2010: The Year We Make Contact (1984),Sci-Fi,2010 The Year We Make Contact
2312,Children of a Lesser God (1986),Drama,Children of a Lesser God
2313,"Elephant Man, The (1980)",Drama,Elephant Man The
2314,Beloved (1998),Drama,Beloved
2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,Bride of Chucky
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,Practical Magic
2317,"Alarmist, The (a.k.a. Life During Wartime) (1997)",Comedy,Alarmist The
2318,Happiness (1998),Comedy|Drama,Happiness
2319,Reach the Rock (1998),Comedy|Drama,Reach the Rock
2320,Apt Pupil (1998),Drama|Thriller,Apt Pupil
2321,Pleasantville (1998),Comedy|Drama|Fantasy,Pleasantville
2322,Soldier (1998),Action|Sci-Fi|War,Soldier
2323,"Cruise, The (1998)",Documentary,Cruise The
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,Life Is Beautiful
2325,Orgazmo (1997),Comedy,Orgazmo
2326,Shattered Image (1998),Drama|Thriller,Shattered Image
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,Tales from the Darkside The Movie
2328,Vampires (1998),Horror|Western,Vampires
2329,American History X (1998),Crime|Drama,American History X
2330,Hands on a Hard Body (1996),Comedy|Documentary,Hands on a Hard Body
2331,Living Out Loud (1998),Comedy|Drama|Romance,Living Out Loud
2332,Belly (1998),Crime|Drama,Belly
2333,Gods and Monsters (1998),Drama,Gods and Monsters
2334,"Siege, The (1998)",Action|Thriller,Siege The
2335,"Waterboy, The (1998)",Comedy,Waterboy The
2336,Elizabeth (1998),Drama,Elizabeth
2337,Velvet Goldmine (1998),Drama,Velvet Goldmine
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,I Still Know What You Did Last Summer
2339,I'll Be Home For Christmas (1998),Comedy|Romance,Ill Be Home For Christmas
2340,Meet Joe Black (1998),Romance,Meet Joe Black
2341,Dancing at Lughnasa (1998),Drama,Dancing at Lughnasa
